  -3947.00   4243.70
a=202  z= 79 to  87
 -24242.00 -27342.40 -25976.80 -25931.20 -20787.50 -17964.30 -10830.20  -6078.10
   3421.70
a=203  z= 79 to  87
 -23124.80 -25265.90 -25758.10 -24784.30 -21564.40 -17329.80 -12286.80  -5989.70
   1068.90
a=204  z= 79 to  88
 -20187.80 -24687.80 -24342.50 -25105.90 -20713.20 -18336.60 -11893.50  -7943.20
    533.90   6123.00
a=205  z= 80 to  88
 -22284.00 -23821.30 -23766.30 -21058.40 -17529.50 -13021.10  -7755.20  -1277.80
   5977.80
a=206  z= 80 to  88
 -20942.20 -22253.40 -23782.30 -20029.70 -18179.40 -12474.00  -9155.20  -1480.60
   3762.90
a=207  z= 80 to  88
 -16256.00 -21031.00 -22449.50 -20049.00 -17140.30 -13266.90  -8650.90  -2961.30
   3708.90
a=208  z= 81 to  88
 -16756.20 -21745.90 -18866.30 -17465.40 -12537.50  -9650.10  -2695.10   1754.70
a=209  z= 81 to  89
 -13636.70 -17610.20 -18254.70 -16365.00 -12876.20  -8947.60  -3818.30   1816.60
   8880.30
