  8 14   0.2067302E-07  7 16   0.1443672E+00  9 16   0.6277204E-01
  8 18   0.1180792E+00 10 18   0.7719427E-01  9 19  -0.4233254E-01
 11 19   0.8648950E-01  9 20   0.1439930E+00 11 20  -0.1581833E-07
 10 22   0.1345282E+00 12 22   0.6966013E-01 11 24   0.1111043E+00
 13 24   0.8454823E-01 12 25  -0.3917731E-01 14 25   0.9414756E-01
 12 26   0.1377856E+00 14 26  -0.4411373E-08 13 28   0.1288865E+00
 15 28   0.7379061E-01 14 30   0.1069328E+00 16 30   0.8904779E-01
 15 31  -0.3744261E-01 17 31   0.9887403E-01 15 32   0.1337603E+00
 17 32  -0.5574286E-08 16 34   0.1252249E+00 18 34   0.7654411E-01
 17 36   0.1041567E+00 19 36   0.9209114E-01 18 37  -0.3633894E-01
 20 37   0.1020926E+00 18 38   0.1309449E+00 20 38  -0.1119771E-07
 19 40   0.1226555E+00 21 40   0.7851112E-01 20 42   0.1021760E+00
 22 42   0.9428859E-01 21 43  -0.3557300E-01 23 43   0.1044286E+00
 21 44   0.1288664E+00 23 44   0.2984273E-08 22 46   0.1207525E+00
 24 46   0.7998657E-01 23 48   0.1006916E+00 25 48   0.9595042E-01
 24 49  -0.3500960E-01 26 49   0.1062027E+00 24 50   0.1272691E+00
 26 50   0.3918259E-08 25 52   0.1192862E+00 27 52   0.8113432E-01
 26 54   0.9953773E-01 28 54   0.9725147E-01 27 55  -0.3457749E-01
 29 55   0.1075963E+00 27 56   0.1260034E+00 29 56   0.8698229E-09
 28 58   0.1181217E+00 30 58   0.8205265E-01 29 60   0.9861499E-01
 31 60   0.9829783E-01 30 61  -0.3423538E-01 30 62   0.1249757E+00

  4  7   0.1266019E+00  6  7   0.8134437E-01  3  9   0.1834940E+00
  5  9   0.9804142E-01  7  9   0.8102733E-01  4 11   0.2141249E+00
  6 11  -0.6254983E-01  8 11   0.7313973E-01  5 13   0.2350289E+00
  7 13  -0.5621789E-01  9 13  -0.3284184E-01  5 14   0.1688471E-01
  7 14   0.6019604E-01  9 14   0.1077485E+00  6 16   0.1672770E+00
  8 16   0.6333482E-01 10 16   0.1050351E+00  7 18   0.1964346E+00
  9 18  -0.4755506E-01 11 18   0.9057790E-01  8 19   0.2155232E+00
 10 19  -0.4284073E-01 12 19  -0.3456596E-01  8 20   0.6104361E-02
 10 20   0.4190265E-01 12 20   0.1226950E+00  9 22   0.1575722E+00
 11 22   0.4647168E-01 13 22   0.1170473E+00 10 24   0.1862388E+00
 12 24  -0.3759710E-01 14 24   0.9952646E-01 11 25   0.2047021E+00
 13 25  -0.3441148E-01 15 25  -0.3622883E-01 11 26   0.3108377E-02
 13 26   0.3193325E-01 15 26   0.1311941E+00 12 28   0.1515942E+00
 14 28   0.3662740E-01 16 28   0.1242403E+00 13 30   0.1798236E+00
 15 30  -0.3094841E-01 17 30   0.1049972E+00 14 31   0.1979101E+00
 16 31  -0.2869479E-01 18 31  -0.3747138E-01 14 32   0.1873185E-02
 16 32   0.2573835E-01 18 32   0.1367071E+00 15 34   0.1475877E+00
 17 34   0.3019952E-01 19 34   0.1290241E+00 16 36   0.1754462E+00
 18 36  -0.2625608E-01 20 36   0.1086908E+00 17 37   0.1932625E+00
 19 37  -0.2458522E-01 21 37  -0.3840105E-01 17 38   0.1248971E-02
 19 38   0.2153396E-01 21 38   0.1405768E+00 18 40   0.1447251E+00
 20 40   0.2568021E-01 22 40   0.1324334E+00 19 42   0.1722763E+00
 21 42  -0.2278317E-01 23 42   0.1113526E+00 20 43   0.1898851E+00
 22 43  -0.2149586E-01 24 43  -0.3911451E-01 20 44   0.8910114E-03
 22 44   0.1849985E-01 24 44   0.1434436E+00 21 46   0.1425806E+00
 23 46   0.2233227E-01 25 46   0.1349854E+00 22 48   0.1698776E+00
 24 48  -0.2011427E-01 26 48   0.1133619E+00 23 49   0.1873211E+00
 25 49  -0.1909165E-01 27 49  -0.3967644E-01 23 50   0.6670905E-03
 25 50   0.1620977E-01 27 50   0.1456531E+00 24 52   0.1409153E+00
 26 52   0.1975381E-01 28 52   0.1369670E+00 25 54   0.1680003E+00
 27 54  -0.1800139E-01 29 54   0.1149325E+00 26 55   0.1853084E+00
 28 55  -0.1716865E-01 30 55  -0.4012935E-01 26 56   0.5179101E-03
 28 56   0.1442120E-01 30 56   0.1474082E+00 27 58   0.1395851E+00
 29 58   0.1770755E-01 31 58   0.1385499E+00 28 60   0.1664914E+00
 30 60  -0.1628813E-01 29 61   0.1836868E+00 31 61  -0.1559618E-01
 29 62   0.4136015E-03 31 62   0.1298630E-01
  2  7   0.8131152E-01  3  9   0.4638637E-01  2 11  -0.7858521E-01
  3 13  -0.1474554E+00  5 13   0.5337749E-02  3 14  -0.6509280E-01
  5 14   0.1057758E+00  6 16   0.5228871E-01  5 18  -0.7352793E-01
  6 19  -0.1415694E+00  8 19   0.1197811E-01  6 20  -0.6092451E-01
  8 20   0.1143920E+00  9 22   0.5510866E-01  8 24  -0.7098198E-01
  9 25  -0.1379545E+00 11 25   0.1448997E-01  9 26  -0.5921157E-01
 11 26   0.1189458E+00 12 28   0.5676781E-01 11 30  -0.6944609E-01
 12 31  -0.1355819E+00 14 31   0.1576775E-01 12 32  -0.5820778E-01
 14 32   0.1217883E+00 15 34   0.5786195E-01 14 36  -0.6841809E-01
 15 37  -0.1339146E+00 17 37   0.1652586E-01 15 38  -0.5752978E-01
 17 38   0.1237358E+00 18 40   0.5863807E-01 17 42  -0.6768149E-01
 18 43  -0.1326810E+00 20 43   0.1702132E-01 18 44  -0.5703536E-01
 20 44   0.1251546E+00 21 46   0.5921739E-01 20 48  -0.6712770E-01
 21 49  -0.1317322E+00 23 49   0.1736750E-01 21 50  -0.5665670E-01
 23 50   0.1262347E+00 24 52   0.5966639E-01 23 54  -0.6669617E-01
 24 55  -0.1309800E+00 26 55   0.1762152E-01 24 56  -0.5635654E-01
 26 56   0.1270844E+00 27 58   0.6002463E-01 26 60  -0.6635040E-01
 27 61  -0.1303692E+00 27 62  -0.5611236E-01
  3  7  -0.1769106E-01  2  9  -0.1312004E+00  3 11  -0.1333636E+00
